"OccNonMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_NonMet","Employee_PCT_NonMet","Jobs_1000_NonMet","Loc_Quotient_NonMet","H_Mean_NonMet","A_Mean_NonMet","Mean_PCT_NonMet","H_PCT10_NonMet","H_PCT25_NonMet","H_Median_NonMet","H_PCT75_NonMet","H_PCT90_NonMet","A_PCT10_NonMet","A_PCT25_NonMet","A_Median_NonMet","A_PCT75_NonMet","A_PCT90_NonMet","Annual_NonMet","Hourly_NonMet"
43876,Western Washington nonmetropolitan area,WA,"Securities, Commodities, and Financial Services Sales Agents",detailed,160,22.50,1.35,0.45,23.25,48350.00,4.50,14.92,18.40,21.60,23.30,36.65,31030.00,38270.00,44930.00,48460.00,76230.00,"",""
43877,Western Washington nonmetropolitan area,WA,Travel Agents,detailed,50,17.80,0.40,1.51,19.57,40700.00,6.20,17.10,17.23,17.26,17.43,28.41,35560.00,35840.00,35910.00,36250.00,59090.00,"",""
43878,Western Washington nonmetropolitan area,WA,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,370,13.90,3.08,0.42,29.18,60690.00,4.90,14.66,18.46,23.66,34.66,48.95,30490.00,38400.00,49210.00,72100.00,101820.00,"",""
43879,Western Washington nonmetropolitan area,WA,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,40,20.20,0.31,0.16,53.58,111440.00,9.40,21.35,30.26,48.68,63.08,,44410.00,62930.00,101250.00,131200.00,,"",""
43880,Western Washington nonmetropolitan area,WA,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,660,5.60,5.52,0.63,36.75,76440.00,3.80,18.37,23.16,30.10,47.14,62.20,38210.00,48180.00,62610.00,98050.00,129380.00,"",""
43881,Western Washington nonmetropolitan area,WA,Demonstrators and Product Promoters,detailed,50,19.40,0.39,1.35,16.33,33960.00,4.00,13.94,14.21,14.82,17.43,20.51,29000.00,29550.00,30830.00,36260.00,42670.00,"",""
43882,Western Washington nonmetropolitan area,WA,Real Estate Sales Agents,detailed,110,19.50,0.95,0.76,28.94,60200.00,5.20,18.32,18.32,28.01,36.96,38.82,38100.00,38100.00,58250.00,76880.00,80740.00,"",""
43883,Western Washington nonmetropolitan area,WA,Office and Administrative Support Occupations,major,15120,2.60,126.50,0.97,21.38,44470.00,0.70,14.30,17.41,19.89,23.19,29.34,29730.00,36200.00,41360.00,48230.00,61030.00,"",""
43884,Western Washington nonmetropolitan area,WA,First-Line Supervisors of Office and Administrative Support Workers,detailed,1060,3.70,8.90,0.87,30.54,63510.00,1.60,18.43,22.95,28.99,36.83,46.17,38340.00,47740.00,60300.00,76600.00,96030.00,"",""
43885,Western Washington nonmetropolitan area,WA,Bill and Account Collectors,detailed,70,14.00,0.61,0.40,,,,,,,,,,,,,,"",""
43886,Western Washington nonmetropolitan area,WA,Billing and Posting Clerks,detailed,330,7.20,2.76,0.91,21.80,45340.00,1.60,17.39,17.74,22.26,23.19,28.72,36160.00,36890.00,46300.00,48230.00,59740.00,"",""
43887,Western Washington nonmetropolitan area,WA,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1490,3.50,12.48,1.16,23.09,48030.00,1.00,17.09,18.30,22.67,27.33,29.61,35540.00,38060.00,47140.00,56840.00,61590.00,"",""
43888,Western Washington nonmetropolitan area,WA,Gambling Cage Workers,detailed,70,0.40,0.62,7.78,15.43,32100.00,0.20,13.89,14.11,14.17,16.64,17.84,28890.00,29340.00,29480.00,34620.00,37120.00,"",""
43889,Western Washington nonmetropolitan area,WA,Payroll and Timekeeping Clerks,detailed,120,10.70,1.03,0.97,26.48,55070.00,1.90,21.74,22.64,27.70,29.39,33.83,45230.00,47090.00,57620.00,61140.00,70370.00,"",""
43890,Western Washington nonmetropolitan area,WA,Procurement Clerks,detailed,110,5.80,0.93,2.11,21.34,44380.00,0.90,14.54,18.08,22.44,23.45,26.22,30240.00,37610.00,46680.00,48780.00,54540.00,"",""
43891,Western Washington nonmetropolitan area,WA,Tellers,detailed,560,7.50,4.67,1.81,17.22,35810.00,0.90,14.01,16.91,17.74,17.76,18.13,29140.00,35180.00,36890.00,36930.00,37700.00,"",""
43892,Western Washington nonmetropolitan area,WA,"Court, Municipal, and License Clerks",detailed,290,6.20,2.39,2.24,24.30,50540.00,0.70,17.94,22.67,23.15,28.87,29.52,37320.00,47140.00,48150.00,60050.00,61390.00,"",""
43893,Western Washington nonmetropolitan area,WA,Customer Service Representatives,detailed,1420,8.40,11.91,0.60,18.95,39420.00,1.90,14.14,14.44,17.58,22.04,27.91,29400.00,30020.00,36570.00,45850.00,58050.00,"",""
43894,Western Washington nonmetropolitan area,WA,"Eligibility Interviewers, Government Programs",detailed,120,14.00,0.98,0.91,26.69,55510.00,2.70,19.00,23.00,28.69,29.43,30.92,39520.00,47830.00,59680.00,61210.00,64320.00,"",""
43895,Western Washington nonmetropolitan area,WA,File Clerks,detailed,30,29.50,0.26,0.42,18.94,39400.00,4.50,14.17,14.49,17.74,22.44,23.18,29480.00,30140.00,36890.00,46680.00,48220.00,"",""
43896,Western Washington nonmetropolitan area,WA,"Hotel, Motel, and Resort Desk Clerks",detailed,460,10.60,3.81,2.44,15.52,32270.00,2.10,13.98,14.14,14.24,16.25,17.72,29080.00,29410.00,29630.00,33800.00,36850.00,"",""
43897,Western Washington nonmetropolitan area,WA,"Interviewers, Except Eligibility and Loan",detailed,260,1.00,2.16,1.79,18.47,38420.00,0.10,14.23,17.58,17.91,22.26,23.15,29600.00,36570.00,37250.00,46300.00,48150.00,"",""
43898,Western Washington nonmetropolitan area,WA,"Library Assistants, Clerical",detailed,390,39.40,3.24,5.81,18.61,38700.00,4.70,17.38,17.40,17.41,21.91,22.22,36160.00,36190.00,36200.00,45570.00,46220.00,"",""
43899,Western Washington nonmetropolitan area,WA,Loan Interviewers and Clerks,detailed,120,10.10,0.98,0.58,21.32,44340.00,1.70,17.67,17.80,22.53,22.90,28.55,36750.00,37010.00,46870.00,47630.00,59380.00,"",""
43900,Western Washington nonmetropolitan area,WA,Order Clerks,detailed,120,13.20,0.99,1.04,19.74,41070.00,1.80,15.73,15.73,22.05,22.65,22.66,32710.00,32720.00,45860.00,47120.00,47130.00,"",""
43901,Western Washington nonmetropolitan area,WA,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,90,8.70,0.77,1.06,22.59,47000.00,0.80,17.76,20.53,22.91,23.44,28.78,36940.00,42710.00,47660.00,48760.00,59860.00,"",""
43902,Western Washington nonmetropolitan area,WA,Receptionists and Information Clerks,detailed,990,4.70,8.27,1.19,16.93,35220.00,1.10,14.06,14.17,17.18,17.82,21.73,29250.00,29480.00,35730.00,37070.00,45190.00,"",""
43903,Western Washington nonmetropolitan area,WA,"Information and Record Clerks, All Other",detailed,180,5.90,1.55,1.40,19.25,40040.00,0.90,16.20,16.95,17.88,21.57,24.15,33690.00,35260.00,37180.00,44870.00,50230.00,"",""
43904,Western Washington nonmetropolitan area,WA,Public Safety Telecommunicators,detailed,30,29.80,0.26,0.38,23.14,48130.00,5.20,18.05,22.92,23.26,23.40,29.21,37540.00,47680.00,48370.00,48670.00,60750.00,"",""
43905,Western Washington nonmetropolitan area,WA,"Dispatchers, Except Police, Fire, and Ambulance",detailed,210,18.90,1.73,1.25,25.99,54050.00,10.20,14.45,17.65,22.68,29.16,40.19,30050.00,36710.00,47170.00,60650.00,83600.00,"",""
43906,Western Washington nonmetropolitan area,WA,"Meter Readers, Utilities",detailed,60,30.90,0.53,3.12,26.62,55380.00,6.80,22.42,22.42,23.05,29.06,36.50,46640.00,46640.00,47940.00,60450.00,75920.00,"",""
43907,Western Washington nonmetropolitan area,WA,Postal Service Clerks,detailed,210,0.00,1.77,3.15,24.51,50970.00,0.00,18.69,21.29,24.40,27.13,30.87,38880.00,44280.00,50750.00,56430.00,64210.00,"",""
43908,Western Washington nonmetropolitan area,WA,Postal Service Mail Carriers,detailed,380,0.00,3.19,1.34,24.48,50910.00,0.00,19.01,19.06,22.39,30.33,33.78,39540.00,39640.00,46570.00,63090.00,70260.00,"",""
43909,Western Washington nonmetropolitan area,WA,"Production, Planning, and Expediting Clerks",detailed,190,11.50,1.60,0.62,25.96,53990.00,2.60,16.42,18.45,23.45,29.61,36.58,34150.00,38370.00,48780.00,61590.00,76090.00,"",""
43910,Western Washington nonmetropolitan area,WA,"Shipping, Receiving, and Inventory Clerks",detailed,550,5.50,4.58,0.81,20.75,43160.00,1.20,15.84,17.42,20.67,22.94,27.94,32950.00,36240.00,43000.00,47700.00,58120.00,"",""
43911,Western Washington nonmetropolitan area,WA,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,30,17.00,0.27,0.71,18.26,37970.00,4.10,14.14,14.30,17.74,22.02,22.58,29410.00,29750.00,36890.00,45800.00,46960.00,"",""
43912,Western Washington nonmetropolitan area,WA,Executive Secretaries and Executive Administrative Assistants,detailed,200,8.60,1.71,0.51,31.28,65060.00,2.20,23.17,29.17,29.64,36.96,37.67,48200.00,60670.00,61650.00,76880.00,78350.00,"",""
43913,Western Washington nonmetropolitan area,WA,Legal Secretaries and Administrative Assistants,detailed,140,19.90,1.18,1.07,20.60,42860.00,1.90,14.47,17.98,22.27,22.66,23.44,30100.00,37390.00,46320.00,47120.00,48760.00,"",""
43914,Western Washington nonmetropolitan area,WA,Medical Secretaries and Administrative Assistants,detailed,390,6.70,3.27,0.70,20.88,43430.00,1.70,17.58,17.58,22.25,22.58,27.97,36570.00,36570.00,46280.00,46960.00,58180.00,"",""
43915,Western Washington nonmetropolitan area,WA,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1590,3.20,13.33,1.03,21.53,44780.00,1.00,14.37,17.87,22.44,23.19,28.72,29890.00,37160.00,46680.00,48230.00,59730.00,"",""
43916,Western Washington nonmetropolitan area,WA,Data Entry Keyers,detailed,70,13.50,0.62,0.59,22.02,45800.00,3.60,14.20,17.48,22.44,27.97,30.20,29530.00,36360.00,46680.00,58180.00,62810.00,"",""
43917,Western Washington nonmetropolitan area,WA,Insurance Claims and Policy Processing Clerks,detailed,90,27.30,0.72,0.46,19.24,40030.00,5.50,17.84,17.90,17.90,18.27,23.12,37110.00,37230.00,37230.00,38000.00,48090.00,"",""
43918,Western Washington nonmetropolitan area,WA,"Office Clerks, General",detailed,2390,9.50,19.96,1.09,19.95,41490.00,1.00,14.26,14.67,18.13,22.57,28.42,29650.00,30510.00,37720.00,46950.00,59120.00,"",""
43919,Western Washington nonmetropolitan area,WA,"Office and Administrative Support Workers, All Other",detailed,180,2.30,1.48,1.41,17.62,36640.00,1.20,14.40,14.40,14.65,22.26,23.16,29950.00,29950.00,30460.00,46300.00,48170.00,"",""
43920,Western Washington nonmetropolitan area,WA,"Farming, Fishing, and Forestry Occupations",major,1170,7.20,9.79,3.05,25.20,52420.00,1.60,14.58,18.19,24.16,29.14,30.78,30330.00,37830.00,50250.00,60620.00,64020.00,"",""
43921,Western Washington nonmetropolitan area,WA,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,70,22.30,0.55,3.03,30.67,63790.00,5.80,18.77,24.16,29.44,35.02,46.00,39040.00,50250.00,61230.00,72850.00,95670.00,"",""
43922,Western Washington nonmetropolitan area,WA,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,170,24.30,1.42,0.72,16.26,33830.00,2.30,13.92,14.29,14.59,17.80,18.56,28950.00,29720.00,30350.00,37020.00,38600.00,"",""
43923,Western Washington nonmetropolitan area,WA,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,120,7.30,1.04,4.31,19.97,41540.00,1.40,13.69,14.72,19.00,24.16,28.01,28480.00,30610.00,39520.00,50250.00,58250.00,"",""
43924,Western Washington nonmetropolitan area,WA,Fallers,detailed,,,,,42.61,88620.00,14.70,22.32,23.44,36.16,75.61,75.61,46430.00,48760.00,75210.00,157260.00,157260.00,"",""
43925,Western Washington nonmetropolitan area,WA,Logging Equipment Operators,detailed,480,11.40,4.01,22.16,27.02,56200.00,1.90,22.43,23.22,28.48,29.19,29.89,46650.00,48300.00,59240.00,60720.00,62170.00,"",""
43926,Western Washington nonmetropolitan area,WA,Log Graders and Scalers,detailed,50,7.00,0.45,19.39,25.72,53500.00,2.10,17.41,22.28,27.97,29.20,30.78,36210.00,46330.00,58180.00,60740.00,64020.00,"",""
43927,Western Washington nonmetropolitan area,WA,"Logging Workers, All Other",detailed,150,21.70,1.22,55.80,27.59,57380.00,2.80,21.91,23.09,28.24,29.46,36.43,45580.00,48020.00,58740.00,61270.00,75770.00,"",""
43928,Western Washington nonmetropolitan area,WA,Construction and Extraction Occupations,major,6570,3.50,54.96,1.32,28.61,59520.00,1.60,17.71,22.25,28.01,34.97,44.92,36830.00,46280.00,58250.00,72750.00,93430.00,"",""
43929,Western Washington nonmetropolitan area,WA,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,500,7.60,4.15,0.88,38.06,79160.00,2.30,24.04,29.71,37.17,46.87,48.16,50000.00,61800.00,77300.00,97480.00,100170.00,"",""
43930,Western Washington nonmetropolitan area,WA,Carpenters,detailed,1460,9.40,12.19,2.57,29.29,60930.00,4.40,18.38,22.61,28.55,29.31,46.05,38240.00,47020.00,59380.00,60970.00,95790.00,"",""
43931,Western Washington nonmetropolitan area,WA,Carpet Installers,detailed,50,38.00,0.38,2.70,21.55,44820.00,10.70,14.22,16.63,20.62,25.88,29.41,29580.00,34590.00,42900.00,53840.00,61180.00,"",""
43932,Western Washington nonmetropolitan area,WA,Cement Masons and Concrete Finishers,detailed,150,16.60,1.29,0.98,27.57,57340.00,4.00,17.97,22.57,28.29,30.44,36.50,37380.00,46940.00,58840.00,63310.00,75920.00,"",""
43933,Western Washington nonmetropolitan area,WA,Construction Laborers,detailed,1300,14.10,10.86,1.58,23.01,47860.00,1.80,17.00,17.90,22.23,27.97,34.15,35360.00,37230.00,46240.00,58180.00,71020.00,"",""
43934,Western Washington nonmetropolitan area,WA,Operating Engineers and Other Construction Equipment Operators,detailed,620,6.40,5.15,1.79,32.45,67500.00,2.50,18.32,23.24,29.12,40.67,47.04,38110.00,48340.00,60570.00,84600.00,97830.00,"",""
43935,Western Washington nonmetropolitan area,WA,Drywall and Ceiling Tile Installers,detailed,130,14.80,1.07,1.55,27.03,56210.00,4.70,14.48,22.76,28.88,30.47,37.11,30110.00,47330.00,60080.00,63370.00,77200.00,"",""
43936,Western Washington nonmetropolitan area,WA,Electricians,detailed,620,5.00,5.22,1.13,31.59,65700.00,2.00,18.20,22.67,29.50,36.93,46.94,37850.00,47150.00,61360.00,76820.00,97620.00,"",""
43937,Western Washington nonmetropolitan area,WA,"Painters, Construction and Maintenance",detailed,210,12.30,1.79,1.18,24.51,50980.00,8.80,17.67,21.98,22.52,23.14,37.02,36750.00,45720.00,46830.00,48130.00,77000.00,"",""
43938,Western Washington nonmetropolitan area,WA,Pipelayers,detailed,30,35.60,0.29,1.23,26.92,56000.00,9.30,17.45,22.42,27.94,32.60,35.91,36290.00,46640.00,58120.00,67810.00,74680.00,"",""
43939,Western Washington nonmetropolitan area,WA,"Plumbers, Pipefitters, and Steamfitters",detailed,190,25.20,1.59,0.54,33.76,70220.00,6.20,21.81,23.53,29.85,37.85,56.47,45350.00,48940.00,62080.00,78720.00,117450.00,"",""
43940,Western Washington nonmetropolitan area,WA,Roofers,detailed,250,7.90,2.10,2.27,26.05,54190.00,2.10,17.71,21.80,22.78,28.97,36.42,36830.00,45350.00,47370.00,60250.00,75740.00,"",""
43941,Western Washington nonmetropolitan area,WA,Structural Iron and Steel Workers,detailed,60,15.50,0.48,0.98,40.66,84570.00,4.60,27.53,34.89,43.82,46.27,47.56,57260.00,72580.00,91150.00,96240.00,98910.00,"",""
43942,Western Washington nonmetropolitan area,WA,Construction and Building Inspectors,detailed,90,8.40,0.79,0.94,33.54,69760.00,3.40,23.45,29.17,30.10,37.79,44.77,48780.00,60670.00,62610.00,78600.00,93120.00,"",""
43943,Western Washington nonmetropolitan area,WA,Highway Maintenance Workers,detailed,260,4.20,2.19,2.18,27.08,56320.00,0.50,23.09,23.32,28.01,29.54,29.71,48030.00,48500.00,58250.00,61450.00,61800.00,"",""
43944,Western Washington nonmetropolitan area,WA,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,80,24.00,0.69,3.38,22.27,46320.00,5.40,14.30,17.54,22.21,28.36,28.78,29730.00,36480.00,46190.00,58990.00,59860.00,"",""
43945,Western Washington nonmetropolitan area,WA,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,120,22.50,1.03,4.07,25.46,52970.00,3.30,18.57,22.55,23.11,28.81,29.37,38630.00,46910.00,48060.00,59920.00,61090.00,"",""
43946,Western Washington nonmetropolitan area,WA,"Installation, Maintenance, and Repair Occupations",major,5650,3.70,47.30,1.20,27.92,58070.00,2.50,16.78,18.26,27.07,33.03,46.36,34910.00,37990.00,56300.00,68700.00,96420.00,"",""
43947,Western Washington nonmetropolitan area,WA,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,620,10.60,5.17,1.38,39.71,82590.00,4.00,23.46,29.20,37.22,47.14,59.56,48800.00,60730.00,77410.00,98060.00,123880.00,"",""
43948,Western Washington nonmetropolitan area,WA,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,130,12.60,1.09,0.89,29.58,61520.00,3.40,18.61,23.09,29.43,36.83,37.07,38700.00,48040.00,61210.00,76600.00,77110.00,"",""
43949,Western Washington nonmetropolitan area,WA,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,40,17.10,0.34,0.94,33.56,69810.00,1.80,28.83,29.07,34.14,36.59,37.69,59960.00,60460.00,71000.00,76110.00,78400.00,"",""
43950,Western Washington nonmetropolitan area,WA,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,50,45.50,0.40,2.51,47.43,98660.00,6.60,32.16,37.57,47.76,60.80,60.83,66880.00,78140.00,99330.00,126460.00,126530.00,"",""
43951,Western Washington nonmetropolitan area,WA,Aircraft Mechanics and Service Technicians,detailed,90,21.80,0.76,0.86,28.18,58620.00,3.60,17.27,22.42,29.23,35.51,37.98,35920.00,46630.00,60790.00,73860.00,78990.00,"",""
43952,Western Washington nonmetropolitan area,WA,Automotive Body and Related Repairers,detailed,110,9.10,0.93,0.95,24.40,50750.00,3.80,17.57,18.14,21.56,28.57,35.93,36550.00,37720.00,44840.00,59430.00,74740.00,"",""
43953,Western Washington nonmetropolitan area,WA,Automotive Service Technicians and Mechanics,detailed,470,4.90,3.92,0.88,25.73,53520.00,6.30,17.20,17.96,22.42,28.57,38.19,35780.00,37360.00,46640.00,59430.00,79430.00,"",""
43954,Western Washington nonmetropolitan area,WA,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,360,9.90,2.97,1.60,29.20,60740.00,2.80,20.76,22.95,29.13,30.35,37.60,43180.00,47740.00,60590.00,63130.00,78210.00,"",""
43955,Western Washington nonmetropolitan area,WA,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,240,10.30,2.01,1.95,27.34,56870.00,4.10,14.75,22.47,28.82,30.10,38.37,30680.00,46740.00,59940.00,62600.00,79800.00,"",""
43956,Western Washington nonmetropolitan area,WA,Motorboat Mechanics and Service Technicians,detailed,80,11.90,0.68,4.14,24.30,50550.00,1.80,17.78,22.01,23.38,27.99,28.85,36990.00,45790.00,48630.00,58220.00,60010.00,"",""
43957,Western Washington nonmetropolitan area,WA,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,60,18.80,0.49,1.98,22.19,46150.00,5.00,14.84,17.81,23.09,23.11,29.36,30870.00,37050.00,48040.00,48060.00,61070.00,"",""
43958,Western Washington nonmetropolitan area,WA,Tire Repairers and Changers,detailed,130,6.60,1.13,1.70,16.16,33600.00,1.10,13.95,13.97,14.10,17.42,21.38,29020.00,29060.00,29320.00,36230.00,44470.00,"",""
43959,Western Washington nonmetropolitan area,WA,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,50,35.60,0.39,1.22,40.71,84670.00,6.20,26.69,36.78,45.52,46.50,46.62,55510.00,76490.00,94690.00,96720.00,96980.00,"",""
43960,Western Washington nonmetropolitan area,WA,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,240,17.10,2.03,0.80,25.35,52720.00,5.70,17.90,18.18,23.00,28.85,36.64,37230.00,37820.00,47830.00,60010.00,76220.00,"",""
43961,Western Washington nonmetropolitan area,WA,Industrial Machinery Mechanics,detailed,370,5.90,3.09,1.17,28.60,59490.00,1.20,17.91,22.90,29.05,33.69,36.83,37250.00,47640.00,60420.00,70080.00,76600.00,"",""
43962,Western Washington nonmetropolitan area,WA,"Maintenance Workers, Machinery",detailed,40,5.70,0.33,0.81,25.02,52040.00,1.30,21.83,22.64,23.38,28.57,28.82,45410.00,47080.00,48630.00,59430.00,59950.00,"",""
43963,Western Washington nonmetropolitan area,WA,Millwrights,detailed,220,4.70,1.81,6.51,30.13,62660.00,1.80,22.84,28.83,29.19,29.20,38.37,47510.00,59970.00,60710.00,60730.00,79800.00,"",""
43964,Western Washington nonmetropolitan area,WA,Electrical Power-Line Installers and Repairers,detailed,280,31.70,2.30,2.62,45.35,94340.00,2.00,37.16,45.89,47.11,47.73,48.80,77290.00,95440.00,97980.00,99270.00,101490.00,"",""
43965,Western Washington nonmetropolitan area,WA,Telecommunications Line Installers and Repairers,detailed,100,18.90,0.80,1.10,26.89,55930.00,4.90,17.91,22.84,28.82,29.17,36.75,37250.00,47510.00,59940.00,60680.00,76440.00,"",""
43966,Western Washington nonmetropolitan area,WA,"Maintenance and Repair Workers, General",detailed,1550,5.10,12.98,1.29,22.19,46150.00,0.90,14.34,17.67,22.32,27.77,29.68,29830.00,36750.00,46420.00,57760.00,61730.00,"",""
43967,Western Washington nonmetropolitan area,WA,"Helpers--Installation, Maintenance, and Repair Workers",detailed,50,17.40,0.40,0.64,20.68,43020.00,7.70,14.03,14.43,17.81,27.85,28.79,29180.00,30020.00,37050.00,57930.00,59890.00,"",""
43968,Western Washington nonmetropolitan area,WA,"Installation, Maintenance, and Repair Workers, All Other",detailed,50,11.90,0.42,0.36,24.86,51700.00,3.60,17.21,18.06,22.43,29.17,34.93,35790.00,37550.00,46650.00,60670.00,72650.00,"",""
43969,Western Washington nonmetropolitan area,WA,Production Occupations,major,6690,1.50,56.01,0.94,22.22,46220.00,0.70,14.21,16.28,18.45,27.08,33.83,29550.00,33870.00,38370.00,56320.00,70360.00,"",""
43970,Western Washington nonmetropolitan area,WA,First-Line Supervisors of Production and Operating Workers,detailed,640,2.20,5.37,1.20,31.80,66150.00,0.90,21.76,23.19,29.58,37.61,46.98,45270.00,48240.00,61530.00,78230.00,97730.00,"",""
43971,Western Washington nonmetropolitan area,WA,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,90,7.20,0.72,0.37,19.10,39720.00,4.90,14.56,14.56,17.48,22.04,28.71,30280.00,30280.00,36360.00,45850.00,59720.00,"",""
43972,Western Washington nonmetropolitan area,WA,Fiberglass Laminators and Fabricators,detailed,60,16.50,0.53,4.31,21.26,44210.00,4.40,17.51,17.67,21.53,23.38,28.55,36420.00,36750.00,44780.00,48620.00,59380.00,"",""
43973,Western Washington nonmetropolitan area,WA,Miscellaneous Assemblers and Fabricators,detailed,800,5.10,6.66,0.71,18.65,38790.00,1.10,14.36,16.28,18.16,18.45,22.76,29880.00,33870.00,37760.00,38370.00,47330.00,"",""
43974,Western Washington nonmetropolitan area,WA,Bakers,detailed,300,12.70,2.55,1.97,16.60,34530.00,1.80,14.18,14.32,16.64,17.78,18.18,29500.00,29790.00,34620.00,36990.00,37820.00,"",""
43975,Western Washington nonmetropolitan area,WA,Butchers and Meat Cutters,detailed,230,7.50,1.96,1.90,20.00,41600.00,2.10,14.21,17.38,21.06,22.69,24.39,29550.00,36150.00,43800.00,47200.00,50730.00,"",""
43976,Western Washington nonmetropolitan area,WA,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,560,13.40,4.68,4.99,15.03,31270.00,0.80,14.07,14.07,14.10,14.51,17.63,29260.00,29270.00,29330.00,30170.00,36670.00,"",""
43977,Western Washington nonmetropolitan area,WA,Food Batchmakers,detailed,90,12.70,0.78,0.71,17.99,37420.00,2.50,13.76,15.91,17.51,18.48,22.57,28630.00,33090.00,36420.00,38450.00,46940.00,"",""
43978,Western Washington nonmetropolitan area,WA,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,50,20.60,0.43,0.34,18.41,38300.00,2.60,14.62,15.10,17.81,21.26,22.93,30420.00,31420.00,37050.00,44210.00,47700.00,"",""
43979,Western Washington nonmetropolitan area,WA,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,30,26.90,0.28,0.58,16.65,34640.00,3.30,14.56,14.62,14.99,18.13,22.43,30280.00,30420.00,31170.00,37710.00,46650.00,"",""
43980,Western Washington nonmetropolitan area,WA,Machinists,detailed,130,10.60,1.11,0.47,26.84,55840.00,2.90,18.08,22.51,28.32,30.16,36.25,37610.00,46820.00,58900.00,62730.00,75410.00,"",""
43981,Western Washington nonmetropolitan area,WA,"Welders, Cutters, Solderers, and Brazers",detailed,270,7.60,2.28,0.81,26.04,54150.00,1.90,17.67,21.53,23.36,29.61,36.31,36760.00,44770.00,48580.00,61590.00,75520.00,"",""
43982,Western Washington nonmetropolitan area,WA,"Tool Grinders, Filers, and Sharpeners",detailed,60,10.30,0.47,10.82,28.55,59390.00,1.20,22.06,23.38,28.55,29.77,36.78,45890.00,48620.00,59380.00,61920.00,76510.00,"",""
43983,Western Washington nonmetropolitan area,WA,Printing Press Operators,detailed,40,14.20,0.35,0.34,18.92,39350.00,2.60,14.31,14.44,18.05,22.04,22.67,29750.00,30030.00,37550.00,45850.00,47160.00,"",""
43984,Western Washington nonmetropolitan area,WA,Laundry and Dry-Cleaning Workers,detailed,110,13.80,0.95,0.85,15.40,32040.00,2.30,13.69,14.25,14.32,16.26,17.82,28480.00,29640.00,29790.00,33810.00,37070.00,"",""
43985,Western Washington nonmetropolitan area,WA,Sewing Machine Operators,detailed,70,14.00,0.55,0.67,16.43,34160.00,3.20,14.21,14.38,16.48,17.63,20.84,29550.00,29900.00,34280.00,36670.00,43340.00,"",""
43986,Western Washington nonmetropolitan area,WA,Cabinetmakers and Bench Carpenters,detailed,100,13.50,0.85,1.28,19.83,41250.00,3.40,13.97,17.50,18.05,22.77,23.38,29060.00,36400.00,37550.00,47360.00,48620.00,"",""
43987,Western Washington nonmetropolitan area,WA,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,420,2.60,3.50,10.88,22.78,47380.00,1.00,17.37,18.03,22.24,28.29,28.83,36130.00,37510.00,46260.00,58840.00,59970.00,"",""
43988,Western Washington nonmetropolitan area,WA,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,430,6.50,3.61,7.56,21.47,44660.00,1.70,14.49,17.63,22.10,22.95,28.83,30150.00,36670.00,45970.00,47730.00,59970.00,"",""
43989,Western Washington nonmetropolitan area,WA,Water and Wastewater Treatment Plant and System Operators,detailed,230,18.50,1.91,2.22,31.13,64740.00,2.90,22.42,28.78,29.78,36.88,37.94,46640.00,59860.00,61950.00,76720.00,78920.00,"",""
43990,Western Washington nonmetropolitan area,WA,Chemical Equipment Operators and Tenders,detailed,60,25.30,0.47,0.62,29.45,61260.00,10.40,15.85,16.95,29.61,37.39,47.62,32970.00,35260.00,61590.00,77780.00,99050.00,"",""
