"OccMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_Met","Employee_PCT_Met","Jobs_1000_Met","Loc_Quotient_Met","H_Mean_Met","A_Mean_Met","Mean_PCT_Met","H_PCT10_Met","H_PCT25_Met","H_Median_Met","H_PCT75_Met","H_PCT90_Met","A_PCT10_Met","A_PCT25_Met","A_Median_Met","A_PCT75_Met","A_PCT90_Met","Annual_Met","Hourly_Met"
90932,"Olympia-Tumwater, WA",WA,Clinical and Counseling Psychologists,detailed,40,13.80,0.340,0.82,54.72,113810.00,3.40,35.23,48.25,52.86,58.63,64.33,73270.00,100370.00,109940.00,121940.00,133800.00,"",""
90933,"Olympia-Tumwater, WA",WA,School Psychologists,detailed,70,9.10,0.584,1.44,48.23,100320.00,3.50,36.57,37.16,46.95,57.38,62.99,76060.00,77290.00,97650.00,119340.00,131030.00,"",""
90934,"Olympia-Tumwater, WA",WA,Urban and Regional Planners,detailed,530,2.20,4.770,17.26,43.71,90910.00,0.80,35.24,39.77,39.77,50.54,50.54,73290.00,82710.00,82710.00,105120.00,105120.00,"",""
90935,"Olympia-Tumwater, WA",WA,"Social Scientists and Related Workers, All Other",detailed,40,9.30,0.378,1.55,52.96,110150.00,3.50,34.04,41.99,50.54,64.33,64.33,70800.00,87340.00,105120.00,133800.00,133800.00,"",""
90936,"Olympia-Tumwater, WA",WA,Biological Technicians,detailed,120,6.20,1.030,1.91,23.94,49790.00,0.80,18.57,19.91,24.20,24.45,31.10,38630.00,41400.00,50330.00,50860.00,64690.00,"",""
90937,"Olympia-Tumwater, WA",WA,Occupational Health and Safety Specialists,detailed,170,6.80,1.513,2.00,40.86,84990.00,1.70,31.13,37.40,39.47,39.47,50.05,64760.00,77800.00,82090.00,82090.00,104100.00,"",""
90938,"Olympia-Tumwater, WA",WA,Community and Social Service Occupations,major,2880,1.50,25.679,1.62,29.57,61510.00,0.80,17.71,22.42,29.52,37.12,38.95,36840.00,46640.00,61410.00,77210.00,81020.00,"",""
90939,"Olympia-Tumwater, WA",WA,"Educational, Guidance, and Career Counselors and Advisors",detailed,190,5.40,1.702,0.81,37.24,77450.00,1.40,24.90,29.57,36.96,47.44,48.40,51790.00,61510.00,76880.00,98670.00,100670.00,"",""
90940,"Olympia-Tumwater, WA",WA,Rehabilitation Counselors,detailed,240,4.40,2.144,3.34,28.83,59970.00,4.60,18.05,18.61,23.59,37.03,45.27,37550.00,38710.00,49060.00,77020.00,94150.00,"",""
90941,"Olympia-Tumwater, WA",WA,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,520,4.60,4.679,2.12,25.89,53840.00,2.40,15.29,18.34,22.75,30.26,37.98,31800.00,38160.00,47320.00,62950.00,78990.00,"",""
90942,"Olympia-Tumwater, WA",WA,"Child, Family, and School Social Workers",detailed,420,4.40,3.783,1.57,30.67,63800.00,1.30,18.62,23.45,29.85,37.03,37.03,38730.00,48770.00,62080.00,77020.00,77020.00,"",""
90943,"Olympia-Tumwater, WA",WA,Healthcare Social Workers,detailed,100,14.20,0.871,0.71,35.56,73960.00,1.70,23.05,29.02,36.98,40.94,49.67,47950.00,60360.00,76920.00,85140.00,103320.00,"",""
90944,"Olympia-Tumwater, WA",WA,Mental Health and Substance Abuse Social Workers,detailed,130,14.60,1.185,1.47,28.19,58630.00,4.70,15.66,19.05,29.19,37.03,37.12,32570.00,39630.00,60710.00,77020.00,77210.00,"",""
90945,"Olympia-Tumwater, WA",WA,Health Education Specialists,detailed,650,0.80,5.788,14.60,32.61,67840.00,0.50,23.23,29.52,30.50,37.42,37.42,48310.00,61410.00,63440.00,77840.00,77840.00,"",""
90946,"Olympia-Tumwater, WA",WA,Probation Officers and Correctional Treatment Specialists,detailed,100,0.90,0.931,1.42,35.81,74480.00,0.60,29.19,29.19,37.03,39.19,47.00,60710.00,60710.00,77020.00,81510.00,97760.00,"",""
90947,"Olympia-Tumwater, WA",WA,Social and Human Service Assistants,detailed,230,8.10,2.067,0.73,19.63,40830.00,1.70,14.61,16.42,18.33,22.70,27.24,30380.00,34150.00,38120.00,47210.00,56670.00,"",""
90948,"Olympia-Tumwater, WA",WA,Community Health Workers,detailed,130,11.40,1.156,2.67,22.52,46840.00,2.90,14.97,17.89,22.48,24.21,30.50,31140.00,37220.00,46760.00,50360.00,63440.00,"",""
90949,"Olympia-Tumwater, WA",WA,"Community and Social Service Specialists, All Other",detailed,120,8.40,1.057,1.64,32.81,68240.00,2.80,17.70,23.35,35.21,47.00,47.00,36820.00,48570.00,73250.00,97760.00,97760.00,"",""
90950,"Olympia-Tumwater, WA",WA,Legal Occupations,major,1240,2.20,11.061,1.32,46.18,96050.00,1.90,23.73,30.18,39.33,58.06,64.00,49350.00,62780.00,81800.00,120760.00,133110.00,"",""
90951,"Olympia-Tumwater, WA",WA,Lawyers,detailed,540,7.20,4.812,1.00,55.67,115780.00,4.70,37.18,39.33,50.14,64.00,77.04,77340.00,81800.00,104280.00,133110.00,160240.00,"",""
90952,"Olympia-Tumwater, WA",WA,"Judges, Magistrate Judges, and Magistrates",detailed,70,2.20,0.633,3.21,75.28,156590.00,1.70,50.52,58.06,64.47,99.46,,105070.00,120760.00,134100.00,206890.00,,"",""
90953,"Olympia-Tumwater, WA",WA,Paralegals and Legal Assistants,detailed,390,4.70,3.493,1.46,30.31,63050.00,1.50,23.73,23.73,30.18,36.51,38.30,49350.00,49350.00,62780.00,75950.00,79650.00,"",""
90954,"Olympia-Tumwater, WA",WA,Educational Instruction and Library Occupations,major,6400,0.90,57.142,0.98,30.93,64330.00,0.60,16.76,18.55,29.26,37.65,46.87,34850.00,38590.00,60860.00,78310.00,97480.00,"",""
90955,"Olympia-Tumwater, WA",WA,"Business Teachers, Postsecondary",detailed,60,36.00,0.498,0.88,,89630.00,6.70,,,,,,45510.00,56960.00,72230.00,117490.00,167810.00,TRUE,""
90956,"Olympia-Tumwater, WA",WA,"Psychology Teachers, Postsecondary",detailed,70,33.80,0.619,2.42,,66620.00,8.40,,,,,,56500.00,56500.00,56500.00,72960.00,93610.00,TRUE,""
90957,"Olympia-Tumwater, WA",WA,"Nursing Instructors and Teachers, Postsecondary",detailed,50,2.30,0.471,0.98,,77280.00,0.90,,,,,,61690.00,67680.00,67680.00,86250.00,109970.00,TRUE,""
90958,"Olympia-Tumwater, WA",WA,"English Language and Literature Teachers, Postsecondary",detailed,30,7.60,0.298,0.72,,67290.00,2.70,,,,,,39720.00,61380.00,61380.00,77170.00,97800.00,TRUE,""
90959,"Olympia-Tumwater, WA",WA,"Preschool Teachers, Except Special Education",detailed,330,6.00,2.915,1.05,16.03,33350.00,1.40,14.17,14.28,14.69,17.07,18.30,29470.00,29690.00,30550.00,35500.00,38060.00,"",""
90960,"Olympia-Tumwater, WA",WA,"Kindergarten Teachers, Except Special Education",detailed,190,1.80,1.652,1.93,,74870.00,0.70,,,,,,50540.00,61030.00,76590.00,96410.00,98650.00,TRUE,""
90961,"Olympia-Tumwater, WA",WA,"Elementary School Teachers, Except Special Education",detailed,1050,0.50,9.332,0.99,,80020.00,0.40,,,,,,60670.00,62080.00,76910.00,96410.00,99030.00,TRUE,""
90962,"Olympia-Tumwater, WA",WA,"Middle School Teachers, Except Special and Career/Technical Education",detailed,410,1.30,3.624,0.86,,81000.00,0.60,,,,,,60670.00,62140.00,76880.00,96770.00,99470.00,TRUE,""
90963,"Olympia-Tumwater, WA",WA,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,500,1.10,4.481,0.62,,85280.00,0.60,,,,,,61030.00,76590.00,96410.00,97480.00,100300.00,TRUE,""
90964,"Olympia-Tumwater, WA",WA,"Career/Technical Education Teachers, Secondary School",detailed,120,0.60,1.065,1.78,,88600.00,0.40,,,,,,61680.00,77570.00,97290.00,99470.00,103870.00,TRUE,""
90965,"Olympia-Tumwater, WA",WA,"Special Education Teachers, Preschool",detailed,40,25.50,0.329,2.19,,67010.00,10.40,,,,,,31470.00,48450.00,63010.00,94270.00,97480.00,TRUE,""
90966,"Olympia-Tumwater, WA",WA,"Special Education Teachers, Kindergarten and Elementary School",detailed,130,0.70,1.159,0.87,,76780.00,0.40,,,,,,60670.00,61030.00,76590.00,96410.00,97480.00,TRUE,""
90967,"Olympia-Tumwater, WA",WA,"Special Education Teachers, Middle School",detailed,60,3.90,0.524,0.93,,78630.00,0.70,,,,,,60670.00,62380.00,76590.00,96410.00,99470.00,TRUE,""
90968,"Olympia-Tumwater, WA",WA,"Special Education Teachers, Secondary School",detailed,80,2.10,0.754,0.73,,81270.00,0.40,,,,,,60670.00,75320.00,78190.00,96410.00,100100.00,TRUE,""
90969,"Olympia-Tumwater, WA",WA,Self-Enrichment Teachers,detailed,380,6.90,3.427,2.23,24.59,51150.00,3.60,14.66,18.08,22.90,29.64,37.54,30500.00,37600.00,47630.00,61650.00,78080.00,"",""
90970,"Olympia-Tumwater, WA",WA,"Substitute Teachers, Short-Term",detailed,210,2.30,1.855,0.70,19.58,40720.00,0.60,17.58,17.58,18.74,21.93,22.53,36570.00,36570.00,38980.00,45610.00,46860.00,"",""
90971,"Olympia-Tumwater, WA",WA,Tutors,detailed,160,9.80,1.407,1.35,18.06,37560.00,3.10,14.50,14.50,16.76,21.10,21.10,30150.00,30150.00,34850.00,43880.00,43880.00,"",""
90972,"Olympia-Tumwater, WA",WA,"Teachers and Instructors, All Other",detailed,70,17.20,0.593,0.51,,62130.00,4.10,,,,,,31440.00,44700.00,61600.00,72380.00,96090.00,TRUE,""
90973,"Olympia-Tumwater, WA",WA,Librarians and Media Collections Specialists,detailed,60,4.60,0.548,0.60,42.33,88040.00,0.60,29.51,36.82,46.35,46.87,47.82,61380.00,76590.00,96410.00,97480.00,99470.00,"",""
90974,"Olympia-Tumwater, WA",WA,Library Technicians,detailed,60,2.50,0.506,0.98,29.68,61740.00,0.70,22.94,23.37,29.73,37.72,37.72,47720.00,48610.00,61840.00,78460.00,78460.00,"",""
90975,"Olympia-Tumwater, WA",WA,Instructional Coordinators,detailed,120,11.10,1.088,0.83,37.16,77300.00,4.50,23.04,23.86,36.86,46.78,58.51,47930.00,49620.00,76660.00,97290.00,121710.00,"",""
90976,"Olympia-Tumwater, WA",WA,"Teaching Assistants, Except Postsecondary",detailed,1430,1.30,12.760,1.51,,40370.00,0.40,,,,,,30580.00,36910.00,37800.00,46300.00,46860.00,TRUE,""
90977,"Olympia-Tumwater, WA",WA,"Educational Instruction and Library Workers, All Other",detailed,70,12.50,0.620,0.56,28.15,58560.00,4.00,18.55,22.77,28.73,29.26,38.10,38580.00,47370.00,59770.00,60860.00,79250.00,"",""
90978,"Olympia-Tumwater, WA",WA,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1660,4.50,14.851,1.15,31.15,64790.00,3.40,15.04,21.03,30.29,38.58,47.24,31270.00,43740.00,63000.00,80250.00,98260.00,"",""
90979,"Olympia-Tumwater, WA",WA,Graphic Designers,detailed,110,12.20,0.992,0.69,28.56,59410.00,4.40,18.86,23.43,29.02,31.06,38.50,39220.00,48740.00,60360.00,64610.00,80080.00,"",""
90980,"Olympia-Tumwater, WA",WA,Merchandise Displayers and Window Trimmers,detailed,120,15.10,1.072,0.94,18.44,38360.00,3.00,14.52,14.78,17.53,21.85,21.86,30210.00,30740.00,36460.00,45460.00,45460.00,"",""
90981,"Olympia-Tumwater, WA",WA,Producers and Directors,detailed,40,13.80,0.401,0.41,36.71,76360.00,4.40,21.99,25.35,34.48,43.92,60.08,45740.00,52720.00,71720.00,91360.00,124960.00,"",""
90982,"Olympia-Tumwater, WA",WA,Coaches and Scouts,detailed,400,3.70,3.601,2.62,,48380.00,2.40,,,,,,30060.00,34620.00,45540.00,60410.00,75390.00,TRUE,""
90983,"Olympia-Tumwater, WA",WA,Public Relations Specialists,detailed,440,2.70,3.912,2.27,36.20,75290.00,1.90,23.95,30.44,38.58,38.58,48.90,49810.00,63310.00,80250.00,80250.00,101710.00,"",""
90984,"Olympia-Tumwater, WA",WA,Editors,detailed,40,28.80,0.347,0.55,39.19,81510.00,24.90,18.69,24.60,30.45,48.93,63.89,38870.00,51170.00,63330.00,101770.00,132900.00,"",""
90985,"Olympia-Tumwater, WA",WA,Technical Writers,detailed,40,18.20,0.327,0.97,44.03,91570.00,4.40,30.93,38.58,47.43,47.43,50.07,64330.00,80250.00,98660.00,98660.00,104140.00,"",""
90986,"Olympia-Tumwater, WA",WA,Photographers,detailed,30,14.10,0.276,1.01,19.86,41320.00,6.20,14.43,15.07,17.11,23.26,30.09,30020.00,31350.00,35600.00,48380.00,62590.00,"",""
90987,"Olympia-Tumwater, WA",WA,Healthcare Practitioners and Technical Occupations,major,6530,3.20,58.288,0.93,44.67,92920.00,2.70,22.53,30.15,38.37,48.87,62.34,46860.00,62700.00,79810.00,101650.00,129670.00,"",""
90988,"Olympia-Tumwater, WA",WA,"Dentists, General",detailed,40,23.70,0.387,0.50,102.64,213480.00,8.50,58.48,63.91,,,,121630.00,132930.00,,,,"",""
90989,"Olympia-Tumwater, WA",WA,Dietitians and Nutritionists,detailed,50,19.00,0.420,0.89,32.34,67260.00,4.40,21.39,27.35,29.91,38.15,42.08,44480.00,56880.00,62220.00,79340.00,87530.00,"",""
90990,"Olympia-Tumwater, WA",WA,Pharmacists,detailed,270,4.00,2.429,1.10,64.50,134160.00,1.20,50.71,61.39,62.54,73.31,80.93,105470.00,127690.00,130070.00,152480.00,168330.00,"",""
90991,"Olympia-Tumwater, WA",WA,Physician Assistants,detailed,80,30.10,0.701,0.74,65.81,136890.00,5.70,48.16,49.45,63.45,80.06,80.06,100180.00,102860.00,131980.00,166520.00,166520.00,"",""
90992,"Olympia-Tumwater, WA",WA,Occupational Therapists,detailed,100,7.20,0.863,0.95,44.16,91860.00,2.00,34.72,38.37,46.68,48.87,48.87,72210.00,79810.00,97100.00,101650.00,101650.00,"",""
90993,"Olympia-Tumwater, WA",WA,Physical Therapists,detailed,170,8.60,1.494,0.93,47.09,97960.00,1.10,37.92,44.19,47.76,49.22,57.80,78870.00,91920.00,99340.00,102370.00,120220.00,"",""
90994,"Olympia-Tumwater, WA",WA,Speech-Language Pathologists,detailed,100,4.10,0.908,0.87,41.94,87240.00,1.30,30.22,36.82,39.15,47.76,49.22,62850.00,76590.00,81440.00,99340.00,102370.00,"",""
90995,"Olympia-Tumwater, WA",WA,Veterinarians,detailed,100,7.60,0.937,1.71,53.50,111280.00,3.00,36.98,39.55,49.15,63.34,77.58,76920.00,82260.00,102240.00,131750.00,161360.00,"",""
90996,"Olympia-Tumwater, WA",WA,Registered Nurses,detailed,2920,6.10,26.055,1.20,43.41,90290.00,1.50,37.13,37.24,38.37,48.87,62.34,77230.00,77450.00,79810.00,101650.00,129670.00,"",""
90997,"Olympia-Tumwater, WA",WA,Nurse Practitioners,detailed,140,16.60,1.252,0.75,61.07,127020.00,4.60,37.75,48.40,61.99,73.13,79.76,78510.00,100660.00,128940.00,152120.00,165900.00,"",""
90998,"Olympia-Tumwater, WA",WA,"Physicians, All Other",detailed,130,18.10,1.141,0.63,98.21,204270.00,9.80,61.59,61.72,94.24,,,128110.00,128380.00,196030.00,,,"",""
90999,"Olympia-Tumwater, WA",WA,Dental Hygienists,detailed,270,10.60,2.390,1.63,46.47,96660.00,1.30,37.82,47.40,47.81,47.91,49.60,78670.00,98590.00,99440.00,99650.00,103170.00,"",""
91000,"Olympia-Tumwater, WA",WA,Clinical Laboratory Technologists and Technicians,detailed,120,7.30,1.072,0.47,32.19,66950.00,2.00,18.76,23.39,29.91,38.15,47.97,39010.00,48660.00,62220.00,79340.00,99770.00,"",""
91001,"Olympia-Tumwater, WA",WA,Diagnostic Medical Sonographers,detailed,80,12.10,0.688,1.23,43.84,91190.00,1.70,36.08,38.37,47.44,48.87,48.87,75040.00,79810.00,98680.00,101650.00,101650.00,"",""
91002,"Olympia-Tumwater, WA",WA,Radiologic Technologists and Technicians,detailed,110,11.20,0.959,0.62,37.61,78230.00,3.40,29.91,29.91,38.15,39.18,48.67,62220.00,62220.00,79340.00,81490.00,101220.00,"",""
91003,"Olympia-Tumwater, WA",WA,Emergency Medical Technicians,detailed,80,4.60,0.724,0.63,18.07,37580.00,2.40,14.31,14.31,17.54,20.70,22.65,29760.00,29760.00,36470.00,43060.00,47110.00,"",""
91004,"Olympia-Tumwater, WA",WA,Paramedics,detailed,100,14.60,0.852,1.24,41.12,85530.00,3.90,23.66,37.45,45.09,47.64,47.64,49210.00,77900.00,93790.00,99080.00,99080.00,"",""
91005,"Olympia-Tumwater, WA",WA,Pharmacy Technicians,detailed,280,4.20,2.501,0.81,22.83,47490.00,0.70,17.73,21.05,22.46,23.59,29.16,36880.00,43780.00,46730.00,49060.00,60650.00,"",""
91006,"Olympia-Tumwater, WA",WA,Surgical Technologists,detailed,80,4.70,0.733,0.95,26.60,55330.00,0.60,22.45,23.25,23.25,29.65,35.48,46690.00,48350.00,48350.00,61680.00,73790.00,"",""
91007,"Olympia-Tumwater, WA",WA,Veterinary Technologists and Technicians,detailed,140,6.00,1.225,1.45,21.89,45540.00,1.20,18.16,18.69,22.22,22.77,27.66,37760.00,38880.00,46210.00,47360.00,57520.00,"",""
91008,"Olympia-Tumwater, WA",WA,Licensed Practical and Licensed Vocational Nurses,detailed,340,8.70,3.060,0.67,28.92,60150.00,0.80,22.55,27.46,28.80,29.73,36.12,46910.00,57110.00,59910.00,61830.00,75120.00,"",""
91009,"Olympia-Tumwater, WA",WA,Medical Records Specialists,detailed,120,11.00,1.075,0.84,23.07,47980.00,3.00,17.76,18.27,22.55,23.86,30.35,36930.00,37990.00,46910.00,49630.00,63140.00,"",""
91010,"Olympia-Tumwater, WA",WA,"Opticians, Dispensing",detailed,80,10.90,0.753,1.45,22.20,46180.00,2.70,14.30,17.87,22.22,28.19,29.24,29740.00,37180.00,46210.00,58640.00,60810.00,"",""
91011,"Olympia-Tumwater, WA",WA,"Health Technologists and Technicians, All Other",detailed,80,11.40,0.751,0.75,23.79,49490.00,2.80,17.73,18.10,18.66,27.34,37.72,36880.00,37650.00,38810.00,56870.00,78460.00,"",""
91012,"Olympia-Tumwater, WA",WA,Healthcare Support Occupations,major,4570,7.70,40.799,0.87,19.09,39710.00,1.00,14.43,14.95,17.93,22.57,23.40,30010.00,31100.00,37280.00,46950.00,48680.00,"",""
91013,"Olympia-Tumwater, WA",WA,Home Health and Personal Care Aides,detailed,1650,19.10,14.727,0.62,16.30,33900.00,1.40,14.33,14.43,17.22,17.34,18.08,29800.00,30010.00,35820.00,36060.00,37600.00,"",""
91014,"Olympia-Tumwater, WA",WA,Nursing Assistants,detailed,920,7.10,8.208,0.88,17.63,36680.00,1.20,14.53,14.72,17.82,18.15,22.85,30230.00,30610.00,37070.00,37750.00,47520.00,"",""
91015,"Olympia-Tumwater, WA",WA,Physical Therapist Assistants,detailed,70,8.90,0.606,0.91,29.91,62210.00,3.40,15.00,26.87,29.92,35.04,38.72,31200.00,55900.00,62240.00,72890.00,80530.00,"",""
91016,"Olympia-Tumwater, WA",WA,Physical Therapist Aides,detailed,40,17.90,0.338,1.12,17.51,36430.00,5.50,14.14,14.84,17.30,18.15,21.85,29410.00,30860.00,35980.00,37750.00,45460.00,"",""
91017,"Olympia-Tumwater, WA",WA,Massage Therapists,detailed,90,19.80,0.820,1.43,29.77,61920.00,6.30,14.49,23.42,29.96,35.60,38.96,30150.00,48700.00,62310.00,74050.00,81040.00,"",""
91018,"Olympia-Tumwater, WA",WA,Dental Assistants,detailed,500,3.40,4.439,1.80,22.64,47100.00,1.30,18.23,18.98,23.01,23.17,28.58,37920.00,39480.00,47850.00,48190.00,59440.00,"",""
91019,"Olympia-Tumwater, WA",WA,Medical Assistants,detailed,650,6.20,5.838,1.13,21.95,45650.00,2.00,17.59,18.01,22.50,23.16,28.92,36590.00,37460.00,46800.00,48160.00,60150.00,"",""
91020,"Olympia-Tumwater, WA",WA,Pharmacy Aides,detailed,50,9.90,0.477,1.54,18.60,38690.00,1.20,14.42,14.61,17.59,22.73,22.94,29990.00,30380.00,36590.00,47280.00,47710.00,"",""
91021,"Olympia-Tumwater, WA",WA,Veterinary Assistants and Laboratory Animal Caretakers,detailed,180,7.00,1.597,2.27,16.66,34640.00,1.40,14.24,14.50,17.25,18.10,18.16,29620.00,30170.00,35870.00,37640.00,37770.00,"",""
91022,"Olympia-Tumwater, WA",WA,Phlebotomists,detailed,90,9.60,0.836,0.89,20.38,42380.00,1.20,17.28,18.40,18.40,23.17,23.32,35950.00,38270.00,38270.00,48190.00,48510.00,"",""
91023,"Olympia-Tumwater, WA",WA,"Healthcare Support Workers, All Other",detailed,130,9.40,1.204,1.56,21.92,45600.00,1.80,16.95,18.40,22.22,23.32,28.19,35260.00,38270.00,46210.00,48510.00,58640.00,"",""
91024,"Olympia-Tumwater, WA",WA,Protective Service Occupations,major,2430,3.00,21.706,0.90,33.30,69260.00,1.70,15.26,19.24,31.36,40.75,50.19,31750.00,40020.00,65240.00,84760.00,104390.00,"",""
91025,"Olympia-Tumwater, WA",WA,First-Line Supervisors of Correctional Officers,detailed,120,0.60,1.112,2.88,40.12,83450.00,0.60,32.09,37.84,37.84,40.75,47.99,66740.00,78710.00,78710.00,84760.00,99820.00,"",""
91026,"Olympia-Tumwater, WA",WA,First-Line Supervisors of Police and Detectives,detailed,110,4.80,0.950,1.04,61.02,126930.00,1.00,49.02,52.03,62.58,62.78,78.46,101970.00,108230.00,130160.00,130580.00,163200.00,"",""
91027,"Olympia-Tumwater, WA",WA,First-Line Supervisors of Firefighting and Prevention Workers,detailed,160,12.00,1.385,2.41,49.75,103490.00,3.20,38.13,40.13,50.19,56.06,66.15,79310.00,83470.00,104390.00,116600.00,137590.00,"",""
91028,"Olympia-Tumwater, WA",WA,First-Line Supervisors of Security Workers,detailed,30,5.30,0.295,0.75,27.36,56900.00,3.90,19.42,22.33,24.51,31.41,39.42,40380.00,46450.00,50980.00,65340.00,81990.00,"",""
91029,"Olympia-Tumwater, WA",WA,Firefighters,detailed,330,16.70,2.939,1.30,34.93,72650.00,7.80,15.09,28.78,39.00,43.18,51.31,31380.00,59860.00,81110.00,89810.00,106720.00,"",""
91030,"Olympia-Tumwater, WA",WA,Correctional Officers and Jailers,detailed,240,1.80,2.124,0.76,31.29,65070.00,1.00,23.20,29.51,31.36,37.45,39.83,48260.00,61390.00,65240.00,77890.00,82840.00,"",""
91031,"Olympia-Tumwater, WA",WA,Detectives and Criminal Investigators,detailed,160,0.50,1.427,1.86,36.80,76550.00,0.50,29.85,29.85,37.84,37.84,47.99,62090.00,62090.00,78710.00,78710.00,99820.00,"",""
91032,"Olympia-Tumwater, WA",WA,Police and Sheriff's Patrol Officers,detailed,360,3.10,3.255,0.69,43.95,91410.00,0.80,35.10,38.13,43.71,49.73,49.73,73000.00,79310.00,90920.00,103440.00,103440.00,"",""
91033,"Olympia-Tumwater, WA",WA,Private Detectives and Investigators,detailed,40,27.00,0.379,1.85,38.67,80440.00,18.40,16.97,30.87,47.15,47.15,47.15,35290.00,64210.00,98070.00,98070.00,98070.00,"",""
91034,"Olympia-Tumwater, WA",WA,Security Guards,detailed,430,4.00,3.796,0.51,20.19,41990.00,2.50,15.02,16.70,18.74,23.52,28.19,31250.00,34740.00,38980.00,48930.00,58640.00,"",""
91035,"Olympia-Tumwater, WA",WA,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,130,9.20,1.150,1.42,14.85,30890.00,0.90,14.07,14.80,14.80,14.80,15.39,29260.00,30790.00,30790.00,30790.00,32020.00,"",""
91036,"Olympia-Tumwater, WA",WA,"Protective Service Workers, All Other",detailed,160,7.80,1.440,2.03,22.58,46970.00,3.00,15.24,18.94,22.26,24.17,29.51,31700.00,39400.00,46300.00,50270.00,61390.00,"",""
91037,"Olympia-Tumwater, WA",WA,Food Preparation and Serving Related Occupations,major,8410,1.10,75.053,0.94,17.66,36730.00,0.90,14.42,14.67,15.21,18.24,23.30,29990.00,30510.00,31640.00,37940.00,48460.00,"",""
91038,"Olympia-Tumwater, WA",WA,Chefs and Head Cooks,detailed,90,15.50,0.803,0.87,27.60,57400.00,4.80,17.94,20.90,26.51,33.81,38.74,37310.00,43480.00,55140.00,70330.00,80570.00,"",""
91039,"Olympia-Tumwater, WA",WA,First-Line Supervisors of Food Preparation and Serving Workers,detailed,930,4.60,8.292,1.12,21.84,45420.00,1.50,14.85,17.56,19.18,23.63,30.53,30880.00,36510.00,39880.00,49160.00,63500.00,"",""
91040,"Olympia-Tumwater, WA",WA,"Cooks, Fast Food",detailed,380,16.70,3.424,0.63,15.65,32540.00,1.30,14.22,14.72,15.17,16.03,17.73,29580.00,30610.00,31550.00,33350.00,36880.00,"",""
91041,"Olympia-Tumwater, WA",WA,"Cooks, Institution and Cafeteria",detailed,230,4.10,2.065,0.74,19.93,41460.00,0.90,15.21,17.39,18.62,23.21,23.43,31640.00,36160.00,38720.00,48280.00,48740.00,"",""
91042,"Olympia-Tumwater, WA",WA,"Cooks, Restaurant",detailed,790,2.80,7.054,0.83,18.15,37760.00,1.20,14.96,16.71,17.35,18.98,21.80,31120.00,34760.00,36080.00,39470.00,45340.00,"",""
91043,"Olympia-Tumwater, WA",WA,Food Preparation Workers,detailed,490,7.20,4.408,0.79,17.49,36370.00,1.20,14.61,14.99,16.94,18.59,21.85,30380.00,31190.00,35230.00,38670.00,45460.00,"",""
91044,"Olympia-Tumwater, WA",WA,Bartenders,detailed,330,7.30,2.983,0.87,19.54,40650.00,4.10,14.03,14.42,15.22,22.96,31.15,29180.00,30000.00,31660.00,47770.00,64780.00,"",""
91045,"Olympia-Tumwater, WA",WA,Fast Food and Counter Workers,detailed,3290,3.50,29.386,1.34,15.59,32430.00,0.70,14.45,14.60,14.80,16.28,18.17,30050.00,30360.00,30780.00,33870.00,37790.00,"",""
91046,"Olympia-Tumwater, WA",WA,Waiters and Waitresses,detailed,920,3.80,8.170,0.64,20.65,42950.00,3.80,14.00,14.63,16.16,25.75,31.90,29120.00,30420.00,33600.00,53560.00,66350.00,"",""
91047,"Olympia-Tumwater, WA",WA,"Food Servers, Nonrestaurant",detailed,160,9.00,1.467,0.85,17.13,35620.00,1.10,14.61,15.02,16.06,18.62,23.43,30400.00,31250.00,33400.00,38720.00,48740.00,"",""
91048,"Olympia-Tumwater, WA",WA,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,210,10.10,1.850,0.77,15.68,32600.00,1.60,14.13,14.65,14.99,15.39,17.53,29390.00,30460.00,31180.00,32010.00,36470.00,"",""
91049,"Olympia-Tumwater, WA",WA,Dishwashers,detailed,310,7.40,2.743,1.03,16.25,33800.00,2.10,14.28,14.52,15.07,16.83,20.29,29700.00,30200.00,31340.00,35000.00,42210.00,"",""
91050,"Olympia-Tumwater, WA",WA,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,210,11.60,1.914,0.83,15.53,32310.00,2.10,13.94,14.47,14.73,14.97,16.87,29000.00,30090.00,30630.00,31140.00,35080.00,"",""
91051,"Olympia-Tumwater, WA",WA,Building and Grounds Cleaning and Maintenance Occupations,major,2760,2.80,24.635,0.84,18.58,38640.00,0.70,14.57,14.83,17.58,21.56,23.66,30300.00,30840.00,36570.00,44850.00,49220.00,"",""
91052,"Olympia-Tumwater, WA",WA,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,70,6.80,0.631,0.58,22.85,47520.00,3.50,15.95,18.70,18.96,26.89,31.28,33180.00,38890.00,39440.00,55920.00,65070.00,"",""
91053,"Olympia-Tumwater, WA",WA,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,40,29.20,0.345,0.42,28.73,59760.00,6.20,20.90,21.75,27.38,35.87,37.99,43480.00,45240.00,56950.00,74620.00,79030.00,"",""
